,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,第七章,总词频,加权得分
babeld.进程,0,0,0,0,0,1,0,0,0,1,0.145
ip包,0,0,0,0,0,1,0,0,0,1,0.145
终端a协议栈,0,0,0,0,0,1,0,0,0,1,0.145
跳地址,0,0,0,0,0,1,0,0,0,1,0.145
路由机制,0,0,0,0,0,1,0,0,0,1,0.145
路由回应,0,0,0,0,0,1,0,0,0,1,0.145
路由请求,0,0,0,0,0,1,0,0,0,1,0.145
网卡设备,0,0,0,0,0,1,0,0,0,1,0.145
户进程,0,0,0,0,0,1,0,0,0,1,0.145
开源路由协议,0,0,0,0,0,1,0,0,0,1,0.145
aodv,0,0,0,0,0,1,0,0,0,1,0.145
babeld协议,0,0,0,0,0,1,0,0,0,1,0.145
d2dstack,0,0,0,0,0,1,0,0,0,1,0.145
push,0,0,0,0,0,1,0,0,0,1,0.145
operatingsystem,0,0,0,0,0,1,0,0,0,1,0.145
pull_packet,0,0,0,0,0,1,0,0,0,1,0.145
push_packet,0,0,0,0,0,1,0,0,0,1,0.145
虚拟设备,0,0,0,0,0,1,0,0,0,1,0.145
tun对象,0,0,0,0,0,1,0,0,0,1,0.145
构造函数,0,0,0,0,0,1,0,0,0,1,0.145
ff,0,0,0,0,0,1,0,0,0,1,0.145
outpacket,0,0,0,0,0,1,0,0,0,1,0.145
pullpacket,0,0,0,0,0,1,0,0,0,1,0.145
bufi,0,0,0,0,0,1,0,0,0,1,0.145
int,0,0,0,0,0,1,0,0,0,1,0.145
acket,0,0,0,0,0,1,0,0,0,1,0.145
tun实体,0,0,0,0,0,1,0,0,0,1,0.145
底层,0,0,0,0,0,1,0,0,0,1,0.145
模拟网络设备,0,0,0,0,0,1,0,0,0,1,0.145
tunctl,0,0,0,0,0,1,0,0,0,1,0.145
虚拟网卡程序,0,0,0,0,0,1,0,0,0,1,0.145
操作系统网络层,0,0,0,0,0,1,0,0,0,1,0.145
以太网协议栈,0,0,0,0,0,1,0,0,0,1,0.145
数据链路层,0,0,0,0,0,1,0,0,0,1,0.145
移动通信,1,0,5,0,0,0,0,0,0,6,1.625
4g,0,0,3,0,0,0,0,0,0,3,0.375
峰值传输能力,0,0,2,0,0,0,0,0,0,2,0.25
蜂窝小区覆盖技术,0,0,2,0,0,0,0,0,0,2,0.25
低速,0,0,2,0,0,0,0,0,0,2,0.25
td-ete,0,0,1,0,0,0,0,0,0,1,0.125
ite-advanced,0,0,1,0,0,0,0,0,0,1,0.125
网络结构,0,0,1,0,0,0,0,0,0,1,0.125
femtocell,0,0,1,0,0,0,0,0,0,1,0.125
超微微蜂窝,0,0,1,0,0,0,0,0,0,1,0.125
通信性能,0,0,1,0,0,0,0,0,0,1,0.125
小区边缘,0,0,1,0,0,0,0,0,0,1,0.125
多点协作传输,0,0,1,0,0,0,0,0,0,1,0.125
扁平化,0,0,1,0,0,0,0,0,0,1,0.125
空口能力,0,0,1,0,0,0,0,0,0,1,0.125
频谱利用效率,0,0,1,0,0,0,0,0,0,1,0.125
多天线扩展,0,0,1,0,0,0,0,0,0,1,0.125
载波聚合,0,0,1,0,0,0,0,0,0,1,0.125
用户体验,0,0,1,0,0,0,0,0,0,1,0.125
热点,0,0,1,0,0,0,0,0,0,1,0.125
峰值速率,0,0,1,0,0,0,0,0,0,1,0.125
imt-advanced,0,0,1,0,0,0,0,0,0,1,0.125
覆盖质量,0,0,1,0,0,0,0,0,0,1,0.125
频谱带宽,0,0,1,0,0,0,0,0,0,1,0.125
mim0技术,0,0,1,0,0,0,0,0,0,1,0.125
ofdm技术,0,0,1,0,0,0,0,0,0,1,0.125
承载能力,0,0,1,0,0,0,0,0,0,1,0.125
速度,0,0,1,0,0,0,0,0,0,1,0.125
移动互联网技术,0,0,1,0,0,0,0,0,0,1,0.125
ps,0,0,1,0,0,0,0,0,0,1,0.125
高速移动用户,0,0,1,0,0,0,0,0,0,1,0.125
静止用户,0,0,1,0,0,0,0,0,0,1,0.125
3g,0,0,1,0,0,0,0,0,0,1,0.125
td-scdma,0,0,1,0,0,0,0,0,0,1,0.125
cdma2000,0,0,1,0,0,0,0,0,0,1,0.125
wcdma,0,0,1,0,0,0,0,0,0,1,0.125
流量增长,0,0,1,0,0,0,0,0,0,1,0.125
gprs,0,0,1,0,0,0,0,0,0,1,0.125
通用分组无线业务,0,0,1,0,0,0,0,0,0,1,0.125
分组数据,0,0,1,0,0,0,0,0,0,1,0.125
gsm系统,0,0,1,0,0,0,0,0,0,1,0.125
低速率业务,0,0,1,0,0,0,0,0,0,1,0.125
文本信息,0,0,1,0,0,0,0,0,0,1,0.125
语音通信,0,0,1,0,0,0,0,0,0,1,0.125
web服务,0,0,1,0,0,0,0,0,0,1,0.125
移动终端技术,0,0,1,0,0,0,0,0,0,1,0.125
互联网技术,0,0,1,0,0,0,0,0,0,1,0.125
2g,0,0,1,0,0,0,0,0,0,1,0.125
is-95,0,0,1,0,0,0,0,0,0,1,0.125
码分多址技术,0,0,1,0,0,0,0,0,0,1,0.125
gsm标准,0,0,1,0,0,0,0,0,0,1,0.125
时分多址技术,0,0,1,0,0,0,0,0,0,1,0.125
集成电路技术,0,0,1,0,0,0,0,0,0,1,0.125
数字技术,0,0,1,0,0,0,0,0,0,1,0.125
模拟蜂窝移动通信系统,0,0,1,0,0,0,0,0,0,1,0.125
amps,0,0,1,0,0,0,0,0,0,1,0.125
模拟无线电通信技术,0,0,1,0,0,0,0,0,0,1,0.125
轨道,0,0,1,0,0,0,0,0,0,1,0.125
高速,0,0,1,0,0,0,0,0,0,1,0.125
数字,0,0,1,0,0,0,0,0,0,1,0.125
高速数据业务,0,0,1,0,0,0,0,0,0,1,0.125
语音通话,0,0,1,0,0,0,0,0,0,1,0.125
蜂窝移动通信,0,0,1,0,0,0,0,0,0,1,0.125
lte.advanced,0,0,1,0,0,0,0,0,0,1,0.125
无线通信发展,0,0,1,0,0,0,0,0,0,1,0.125
接收端模块逻辑,0,0,0,0,0,1,0,0,0,1,0.145
d2d-ccch接收端,0,0,0,0,0,1,0,0,0,1,0.145
ccch信令,0,0,0,0,0,1,0,0,0,1,0.145
chantype,0,0,0,0,0,1,0,0,0,1,0.145
接口接收,0,0,0,0,0,1,0,0,0,1,0.145
han,0,0,0,0,0,1,0,0,0,1,0.145
ccchrx,0,0,0,0,0,1,0,0,0,1,0.145
phyd2d-ccch,0,0,0,0,0,1,0,0,0,1,0.145
d2d物理层链路端,0,0,0,0,0,1,0,0,0,1,0.145
文件传输业务,0,0,0,0,0,0,0,2,0,2,0.29
d2d中继通信,0,0,0,0,0,0,0,1,0,1,0.145
通信链路,0,0,0,0,0,0,0,1,0,1,0.145
rr字段,0,0,0,0,0,0,0,1,0,1,0.145
视距链路,0,0,0,0,0,0,0,1,0,1,0.145
广播通信能力,0,0,0,0,0,0,0,1,0,1,0.145
cts反馈,0,0,0,0,4,0,0,0,0,4,0.58
流程延时,0,0,0,0,3,0,0,0,0,3,0.43499999999999994
解码控制信令,0,0,0,0,3,0,0,0,0,3,0.43499999999999994
nack消息,0,0,0,0,2,0,0,0,0,2,0.29
时域竞争接入过程,0,0,0,0,1,0,0,0,0,1,0.145
时序流程,0,0,0,0,1,0,0,0,0,1,0.145
3d2d通信,0,0,0,0,1,0,0,0,0,1,0.145
nthframe,0,0,0,0,1,0,0,0,0,1,0.145
性能损失,0,0,0,0,1,0,0,0,0,1,0.145
竞争碰撞,0,0,0,0,1,0,0,0,0,1,0.145
节点,0,0,0,0,1,0,0,0,0,1,0.145
rts机制,0,0,0,0,1,0,0,0,0,1,0.145
终端接入,0,0,0,0,1,0,0,0,0,1,0.145
剩余子帧,0,0,0,0,1,0,0,0,0,1,0.145
id号,0,0,0,0,1,0,0,0,0,1,0.145
默认接入,0,0,0,0,1,0,0,0,0,1,0.145
数据接收者,0,0,0,0,1,0,0,0,0,1,0.145
调制编码信息,0,0,0,0,1,0,0,0,0,1,0.145
频域资源块,0,0,0,0,1,0,0,0,0,1,0.145
随机退避算法,0,0,0,0,1,0,0,0,0,1,0.145
d2d通信数据,0,0,0,0,1,0,0,0,0,1,0.145
频谱资源探测,0,0,0,0,1,0,0,0,0,1,0.145
握手,0,0,0,0,1,0,0,0,0,1,0.145
上行子帧资源,0,0,0,0,1,0,0,0,0,1,0.145
竞争粒度,0,0,0,0,1,0,0,0,0,1,0.145
连通,0,0,0,0,1,0,0,0,0,1,0.145
初始,0,0,0,0,1,0,0,0,0,1,0.145
csma/ca机制,0,0,0,0,1,0,0,0,0,1,0.145
蜂窝终端通信质量,0,0,0,0,1,0,0,0,0,1,0.145
d2d复用资源,0,0,0,0,1,0,0,0,0,1,0.145
复用功率,0,0,0,0,1,0,0,0,0,1,0.145
惩罚因子,0,0,0,0,1,0,0,0,0,1,0.145
crs功率测量,0,0,0,0,1,0,0,0,0,1,0.145
plm,0,0,0,0,1,0,0,0,0,1,0.145
蜂窝上行路损补偿因子,0,0,0,0,1,0,0,0,0,1,0.145
静态工,0,0,0,0,1,0,0,0,0,1,0.145
plsaf,0,0,0,0,1,0,0,0,0,1,0.145
pq,0,0,0,0,1,0,0,0,0,1,0.145
d2d终端射频器件,0,0,0,0,1,0,0,0,0,1,0.145
crs,0,0,0,0,1,0,0,0,0,1,0.145
crs发送功率,0,0,0,0,1,0,0,0,0,1,0.145
物理层支持,0,0,0,0,1,0,0,0,0,1,0.145
pusch发送,0,0,0,0,1,0,0,0,0,1,0.145
d2d-mtch,0,0,0,0,1,0,0,0,0,1,0.145
d2d-dtch,0,0,0,0,1,0,0,0,0,1,0.145
d2d控制信令,0,0,0,0,1,0,0,0,0,1,0.145
d2d-mtch信道,0,0,0,0,1,0,0,0,0,1,0.145
d2d-dtch信道,0,0,0,0,1,0,0,0,0,1,0.145
协议层逻辑信道,0,0,0,0,1,0,0,0,0,1,0.145
ETE,0,1,0,0,0,0,0,0,0,1,2.0
 D2D,0,1,0,0,0,0,0,0,0,1,2.0
 SDR系统架构实时处理,0,1,0,0,0,0,0,0,0,1,2.0
d2d实验验证平台,2,0,0,0,0,0,0,0,0,2,2.0
软件模块性能,1,0,0,0,0,0,0,0,0,1,1.0
操作系统环境,1,0,0,0,0,0,0,0,0,1,1.0
流水线处理,1,0,0,0,0,0,0,0,0,1,1.0
并行度,1,0,0,0,0,0,0,0,0,1,1.0
发送调度,1,0,0,0,0,0,0,0,0,1,1.0
lte,1,0,0,0,0,0,0,0,0,1,1.0
协议层,1,0,0,0,0,0,0,0,0,1,1.0
ip数据业务,1,0,0,0,0,0,0,0,0,1,1.0
可视化,1,0,0,0,0,0,0,0,0,1,1.0
系统状态,1,0,0,0,0,0,0,0,0,1,1.0
实时监控,1,0,0,0,0,0,0,0,0,1,1.0
自主组网,1,0,0,0,0,0,0,0,0,1,1.0
继路山,1,0,0,0,0,0,0,0,0,1,1.0
lte/d2d异构网络,1,0,0,0,0,0,0,0,0,1,1.0
lte蜂窝网络,1,0,0,0,0,0,0,0,0,1,1.0
无干扰,1,0,0,0,0,0,0,0,0,1,1.0
d2d功能,1,0,0,0,0,0,0,0,0,1,1.0
实时处理,1,0,0,0,0,0,0,0,0,1,1.0
无线通信技术,1,0,0,0,0,0,0,0,0,1,1.0
标准,1,0,0,0,0,0,0,0,0,1,1.0
技术,1,0,0,0,0,0,0,0,0,1,1.0
终端直通,1,0,0,0,0,0,0,0,0,1,1.0
复用蜂窝通信,1,0,0,0,0,0,0,0,0,1,1.0
功耗,1,0,0,0,0,0,0,0,0,1,1.0
短距离传输,1,0,0,0,0,0,0,0,0,1,1.0
基站负载,1,0,0,0,0,0,0,0,0,1,1.0
频谱资源利用率,1,0,0,0,0,0,0,0,0,1,1.0
边缘覆盖质量,1,0,0,0,0,0,0,0,0,1,1.0
